Type|Number of Grains|Severity|Pollen Count (Grains/m^3)|Date
Trees|2|LOW (0 - 45 grains)|0.6|07/19/2010
Weeds|1|LOW (0 - 30 grains)|0.3|07/19/2010
Grasses|10|LOW (0 - 15 grains)|3.2|07/20/2010
Trees|0|LOW (0 - 45 grains)|0.0|07/20/2010
Weeds|6|LOW (0 - 30 grains)|1.9|07/20/2010
Grasses|18|MODERATE (16 - 60 grains)|5.8|07/21/2010
Trees|9|LOW (0 - 45 grains)|2.9|07/21/2010
Weeds|11|LOW (0 - 30 grains)|3.5|07/21/2010
Grasses|11|LOW (0 - 15 grains)|3.5|07/22/2010
Trees|56|MODERATE (46 - 270 grains)|17.9|07/22/2010
Weeds|4|LOW (0 - 30 grains)|1.3|07/22/2010
Grasses|6|LOW (0 - 15 grains)|1.9|07/23/2010
Trees|4|LOW (0 - 45 grains)|1.3|07/23/2010
Weeds|7|LOW (0 - 30 grains)|2.2|07/23/2010
Grasses|9|LOW (0 - 15 grains)|2.9|07/26/2010
Trees|5|LOW (0 - 45 grains)|1.6|07/26/2010
Weeds|2|LOW (0 - 30 grains)|0.6|07/26/2010
Grasses|20|MODERATE (16 - 60 grains)|6.4|07/27/2010
Trees|6|LOW (0 - 45 grains)|1.9|07/27/2010
Weeds|9|LOW (0 - 30 grains)|2.9|07/27/2010
Grasses|16|MODERATE (16 - 60 grains)|5.1|07/28/2010
Trees|0|LOW (0 - 45 grains)|0.0|07/28/2010
Weeds|9|LOW (0 - 30 grains)|2.9|07/28/2010
Grasses|21|MODERATE (16 - 60 grains)|6.7|07/29/2010
Trees|4|LOW (0 - 45 grains)|1.3|07/29/2010
Weeds|1|LOW (0 - 30 grains)|0.3|07/29/2010
Grasses|6|LOW (0 - 15 grains)|1.9|07/30/2010
Trees|1|LOW (0 - 45 grains)|0.3|07/30/2010
Weeds|4|LOW (0 - 30 grains)|1.3|07/30/2010
Grasses|13|LOW (0 - 15 grains)|4.2|08/02/2010
Trees|0|LOW (0 - 45 grains)|0.0|08/02/2010
Weeds|1|LOW (0 - 30 grains)|0.3|08/02/2010
Grasses|14|LOW (0 - 15 grains)|4.5|08/03/2010
Trees|4|LOW (0 - 45 grains)|1.3|08/03/2010
Weeds|6|LOW (0 - 30 grains)|1.9|08/03/2010
Grasses|50|MODERATE (16 - 60 grains)|16.0|08/04/2010
Trees|3|LOW (0 - 45 grains)|1.0|08/04/2010
Weeds|24|LOW (0 - 30 grains)|7.7|08/04/2010
Grasses|22|MODERATE (16 - 60 grains)|7.1|08/05/2010
Trees|18|LOW (0 - 45 grains)|5.8|08/05/2010
Weeds|3|LOW (0 - 30 grains)|1.0|08/05/2010
Grasses|1|LOW (0 - 15 grains)|0.3|08/06/2010
Trees|1|LOW (0 - 45 grains)|0.3|08/06/2010
Weeds|0|LOW (0 - 30 grains)|0.0|08/06/2010
Grasses|34|MODERATE (16 - 60 grains)|10.9|08/09/2010
Trees|3|LOW (0 - 45 grains)|1.0|08/09/2010
Weeds|21|LOW (0 - 30 grains)|6.7|08/09/2010
Grasses|99|HIGH (61 - 600 grains)|31.7|08/10/2010
Trees|10|LOW (0 - 45 grains)|3.2|08/10/2010
Weeds|20|LOW (0 - 30 grains)|6.4|08/10/2010
Grasses|62|HIGH (61 - 600 grains)|19.9|08/11/2010
Trees|5|LOW (0 - 45 grains)|1.6|08/11/2010
Weeds|18|LOW (0 - 30 grains)|5.8|08/11/2010
Grasses|13|LOW (0 - 15 grains)|4.2|08/12/2010
Trees|6|LOW (0 - 45 grains)|1.9|08/12/2010
Weeds|9|LOW (0 - 30 grains)|2.9|08/12/2010
Grasses|9|LOW (0 - 15 grains)|2.9|08/13/2010
Trees|1|LOW (0 - 45 grains)|0.3|08/13/2010
Weeds|10|LOW (0 - 30 grains)|3.2|08/13/2010
Grasses|94|HIGH (61 - 600 grains)|30.1|08/16/2010
Trees|7|LOW (0 - 45 grains)|2.2|08/16/2010
Weeds|33|MODERATE (31 - 120 grains)|10.6|08/16/2010
Grasses|160|HIGH (61 - 600 grains)|51.3|08/17/2010
Trees|13|LOW (0 - 45 grains)|4.2|08/17/2010
Weeds|44|MODERATE (31 - 120 grains)|14.1|08/17/2010
Grasses|91|HIGH (61 - 600 grains)|29.2|08/18/2010
Trees|13|LOW (0 - 45 grains)|4.2|08/18/2010
Weeds|41|MODERATE (31 - 120 grains)|13.1|08/18/2010
Grasses|51|MODERATE (16 - 60 grains)|16.3|08/19/2010
Trees|6|LOW (0 - 45 grains)|1.9|08/19/2010
Weeds|6|LOW (0 - 30 grains)|1.9|08/19/2010
Grasses|2|LOW (0 - 15 grains)|0.6|08/20/2010
Trees|2|LOW (0 - 45 grains)|0.6|08/20/2010
Weeds|0|LOW (0 - 30 grains)|0.0|08/20/2010
Grasses|32|MODERATE (16 - 60 grains)|10.3|08/23/2010
Trees|2|LOW (0 - 45 grains)|0.6|08/23/2010
Weeds|14|LOW (0 - 30 grains)|4.5|08/23/2010
Grasses|21|MODERATE (16 - 60 grains)|6.7|08/24/2010
Trees|10|LOW (0 - 45 grains)|3.2|08/24/2010
Weeds|28|LOW (0 - 30 grains)|9.0|08/24/2010
Grasses|35|MODERATE (16 - 60 grains)|11.2|08/25/2010
Trees|0|LOW (0 - 45 grains)|0.0|08/25/2010
Weeds|21|LOW (0 - 30 grains)|6.7|08/25/2010
Grasses|7|LOW (0 - 15 grains)|2.2|08/26/2010
Trees|4|LOW (0 - 45 grains)|1.3|08/26/2010
Weeds|24|LOW (0 - 30 grains)|7.7|08/26/2010
Grasses|11|LOW (0 - 15 grains)|3.5|08/27/2010
Trees|2|LOW (0 - 45 grains)|0.6|08/27/2010
Weeds|30|LOW (0 - 30 grains)|9.6|08/27/2010
Grasses|13|LOW (0 - 15 grains)|4.2|08/30/2010
Trees|4|LOW (0 - 45 grains)|1.3|08/30/2010
Weeds|38|MODERATE (31 - 120 grains)|12.2|08/30/2010
Grasses|33|MODERATE (16 - 60 grains)|10.6|08/31/2010
Trees|19|LOW (0 - 45 grains)|6.1|08/31/2010
Weeds|43|MODERATE (31 - 120 grains)|13.8|08/31/2010
Grasses|26|MODERATE (16 - 60 grains)|8.3|09/01/2010
Trees|41|LOW (0 - 45 grains)|13.1|09/01/2010
Weeds|30|LOW (0 - 30 grains)|9.6|09/01/2010
Grasses|86|HIGH (61 - 600 grains)|27.6|09/02/2010
Trees|16|LOW (0 - 45 grains)|5.1|09/02/2010
Weeds|55|MODERATE (31 - 120 grains)|17.6|09/02/2010
Grasses|84|HIGH (61 - 600 grains)|26.9|09/03/2010
Trees|6|LOW (0 - 45 grains)|1.9|09/03/2010
Weeds|55|MODERATE (31 - 120 grains)|17.6|09/03/2010
Grasses|108|HIGH (61 - 600 grains)|34.6|09/07/2010
Trees|8|LOW (0 - 45 grains)|2.6|09/07/2010
Weeds|93|MODERATE (31 - 120 grains)|29.8|09/07/2010
Grasses|150|HIGH (61 - 600 grains)|48.1|09/08/2010
Trees|11|LOW (0 - 45 grains)|3.5|09/08/2010
Weeds|89|MODERATE (31 - 120 grains)|28.5|09/08/2010
Grasses|95|HIGH (61 - 600 grains)|30.4|09/09/2010
Trees|14|LOW (0 - 45 grains)|4.5|09/09/2010
Weeds|66|MODERATE (31 - 120 grains)|21.2|09/09/2010
Grasses|22|MODERATE (16 - 60 grains)|7.1|09/10/2010
Trees|8|LOW (0 - 45 grains)|2.6|09/10/2010
Weeds|158|HIGH (121 - 1200 grains)|50.6|09/10/2010
Grasses|18|MODERATE (16 - 60 grains)|5.8|09/13/2010
Trees|12|LOW (0 - 45 grains)|3.8|09/13/2010
Weeds|79|MODERATE (31 - 120 grains)|25.3|09/13/2010
Grasses|20|MODERATE (16 - 60 grains)|6.4|09/14/2010
Trees|24|LOW (0 - 45 grains)|7.7|09/14/2010
Weeds|103|MODERATE (31 - 120 grains)|33.0|09/14/2010
Grasses|49|MODERATE (16 - 60 grains)|15.7|09/16/2010
Trees|11|LOW (0 - 45 grains)|3.5|09/16/2010
Weeds|101|MODERATE (31 - 120 grains)|32.4|09/16/2010
Grasses|32|MODERATE (16 - 60 grains)|10.3|09/17/2010
Trees|89|MODERATE (46 - 270 grains)|28.5|09/17/2010
Weeds|84|MODERATE (31 - 120 grains)|26.9|09/17/2010
Grasses|30|MODERATE (16 - 60 grains)|9.6|09/20/2010
Trees|15|LOW (0 - 45 grains)|4.8|09/20/2010
Weeds|69|MODERATE (31 - 120 grains)|22.1|09/20/2010
Grasses|24|MODERATE (16 - 60 grains)|7.7|09/21/2010
Trees|6|LOW (0 - 45 grains)|1.9|09/21/2010
Weeds|47|MODERATE (31 - 120 grains)|15.1|09/21/2010
Grasses|61|HIGH (61 - 600 grains)|19.6|09/22/2010
Trees|12|LOW (0 - 45 grains)|3.8|09/22/2010
Weeds|136|HIGH (121 - 1200 grains)|43.6|09/22/2010
Grasses|36|MODERATE (16 - 60 grains)|11.5|09/23/2010
Trees|16|LOW (0 - 45 grains)|5.1|09/23/2010
Weeds|60|MODERATE (31 - 120 grains)|19.2|09/23/2010
Grasses|17|MODERATE (16 - 60 grains)|5.4|09/24/2010
Trees|1|LOW (0 - 45 grains)|0.3|09/24/2010
Weeds|51|MODERATE (31 - 120 grains)|16.3|09/24/2010
Grasses|3|LOW (0 - 15 grains)|1.0|09/27/2010
Trees|0|LOW (0 - 45 grains)|0.0|09/27/2010
Weeds|20|LOW (0 - 30 grains)|6.4|09/27/2010
Grasses|7|LOW (0 - 15 grains)|2.2|09/28/2010
Trees|0|LOW (0 - 45 grains)|0.0|09/28/2010
Weeds|3|LOW (0 - 30 grains)|1.0|09/28/2010
Grasses|3|LOW (0 - 15 grains)|1.0|09/29/2010
Trees|0|LOW (0 - 45 grains)|0.0|09/29/2010
Weeds|17|LOW (0 - 30 grains)|5.4|09/29/2010
Grasses|2|LOW (0 - 15 grains)|0.6|09/30/2010
Trees|2|LOW (0 - 45 grains)|0.6|09/30/2010
Weeds|2|LOW (0 - 30 grains)|0.6|09/30/2010
Grasses|2|LOW (0 - 15 grains)|0.6|10/01/2010
Trees|3|LOW (0 - 45 grains)|1.0|10/01/2010
Weeds|3|LOW (0 - 30 grains)|1.0|10/01/2010
Grasses|7|LOW (0 - 15 grains)|2.2|10/04/2010
Trees|3|LOW (0 - 45 grains)|1.0|10/04/2010
Weeds|20|LOW (0 - 30 grains)|6.4|10/04/2010
Grasses|6|LOW (0 - 15 grains)|1.9|10/05/2010
Trees|0|LOW (0 - 45 grains)|0.0|10/05/2010
Weeds|8|LOW (0 - 30 grains)|2.6|10/05/2010
Grasses|4|LOW (0 - 15 grains)|1.3|10/06/2010
Trees|3|LOW (0 - 45 grains)|1.0|10/06/2010
Weeds|9|LOW (0 - 30 grains)|2.9|10/06/2010
Grasses|3|LOW (0 - 15 grains)|1.0|10/07/2010
Trees|7|LOW (0 - 45 grains)|2.2|10/07/2010
Weeds|12|LOW (0 - 30 grains)|3.8|10/07/2010
Grasses|2|LOW (0 - 15 grains)|0.6|10/08/2010
Trees|24|LOW (0 - 45 grains)|7.7|10/08/2010
Weeds|31|MODERATE (31 - 120 grains)|9.9|10/08/2010
Grasses|3|LOW (0 - 15 grains)|1.0|10/11/2010
Trees|4|LOW (0 - 45 grains)|1.3|10/11/2010
Weeds|30|LOW (0 - 30 grains)|9.6|10/11/2010
Grasses|2|LOW (0 - 15 grains)|0.6|10/12/2010
Trees|1|LOW (0 - 45 grains)|0.3|10/12/2010
Weeds|44|MODERATE (31 - 120 grains)|14.1|10/12/2010
Grasses|0|LOW (0 - 15 grains)|0.0|10/13/2010
Trees|2|LOW (0 - 45 grains)|0.6|10/13/2010
Weeds|7|LOW (0 - 30 grains)|2.2|10/13/2010
Grasses|6|LOW (0 - 15 grains)|1.9|10/14/2010
Trees|2|LOW (0 - 45 grains)|0.6|10/14/2010
Weeds|31|MODERATE (31 - 120 grains)|9.9|10/14/2010
Grasses|0|LOW (0 - 15 grains)|0.0|10/15/2010
Trees|1|LOW (0 - 45 grains)|0.3|10/15/2010
Weeds|3|LOW (0 - 30 grains)|1.0|10/15/2010
Grasses|1|LOW (0 - 15 grains)|0.3|10/18/2010
Trees|4|LOW (0 - 45 grains)|1.3|10/18/2010
Weeds|6|LOW (0 - 30 grains)|1.9|10/18/2010
Grasses|0|LOW (0 - 15 grains)|0.0|10/19/2010
Trees|8|LOW (0 - 45 grains)|2.6|10/19/2010
Weeds|4|LOW (0 - 30 grains)|1.3|10/19/2010
Grasses|8|LOW (0 - 15 grains)|2.6|10/20/2010
Trees|4|LOW (0 - 45 grains)|1.3|10/20/2010
Weeds|11|LOW (0 - 30 grains)|3.5|10/20/2010
Grasses|2|LOW (0 - 15 grains)|0.6|10/25/2010
Trees|2|LOW (0 - 45 grains)|0.6|10/25/2010
Weeds|17|LOW (0 - 30 grains)|5.4|10/25/2010
Grasses|6|LOW (0 - 15 grains)|1.9|10/26/2010
Trees|3|LOW (0 - 45 grains)|1.0|10/26/2010
Weeds|4|LOW (0 - 30 grains)|1.3|10/26/2010
Grasses|5|LOW (0 - 15 grains)|1.6|10/27/2010
Trees|3|LOW (0 - 45 grains)|1.0|10/27/2010
Weeds|15|LOW (0 - 30 grains)|4.8|10/27/2010
Grasses|8|LOW (0 - 15 grains)|2.6|10/28/2010
Trees|2|LOW (0 - 45 grains)|0.6|10/28/2010
Weeds|17|LOW (0 - 30 grains)|5.4|10/28/2010
Grasses|4|LOW (0 - 15 grains)|1.3|10/29/2010
Trees|5|LOW (0 - 45 grains)|1.6|10/29/2010
Weeds|6|LOW (0 - 30 grains)|1.9|10/29/2010
Grasses|2|LOW (0 - 15 grains)|0.6|11/01/2010
Trees|6|LOW (0 - 45 grains)|1.9|11/01/2010
Weeds|3|LOW (0 - 30 grains)|1.0|11/01/2010
Grasses|13|LOW (0 - 15 grains)|4.2|11/02/2010
Trees|4|LOW (0 - 45 grains)|1.3|11/02/2010
Weeds|12|LOW (0 - 30 grains)|3.8|11/02/2010
Grasses|9|LOW (0 - 15 grains)|2.9|11/03/2010
Trees|3|LOW (0 - 45 grains)|1.0|11/03/2010
Weeds|0|LOW (0 - 30 grains)|0.0|11/03/2010
Grasses|0|LOW (0 - 15 grains)|0.0|11/04/2010
Trees|0|LOW (0 - 45 grains)|0.0|11/04/2010
Weeds|0|LOW (0 - 30 grains)|0.0|11/04/2010
Grasses|1|LOW (0 - 15 grains)|0.3|11/05/2010
Trees|0|LOW (0 - 45 grains)|0.0|11/05/2010
Weeds|0|LOW (0 - 30 grains)|0.0|11/05/2010
Grasses|1|LOW (0 - 15 grains)|0.3|11/08/2010
Trees|0|LOW (0 - 45 grains)|0.0|11/08/2010
Weeds|0|LOW (0 - 30 grains)|0.0|11/08/2010
Grasses|0|LOW (0 - 15 grains)|0.0|11/09/2010
Trees|2|LOW (0 - 45 grains)|0.6|11/09/2010
Weeds|0|LOW (0 - 30 grains)|0.0|11/09/2010
Grasses|6|LOW (0 - 15 grains)|1.9|11/10/2010
Trees|4|LOW (0 - 45 grains)|1.3|11/10/2010
Weeds|1|LOW (0 - 30 grains)|0.3|11/10/2010
Grasses|2|LOW (0 - 15 grains)|0.6|11/15/2010
Trees|3|LOW (0 - 45 grains)|1.0|11/15/2010
Weeds|1|LOW (0 - 30 grains)|0.3|11/15/2010
Grasses|0|LOW (0 - 15 grains)|0.0|11/16/2010
Trees|3|LOW (0 - 45 grains)|1.0|11/16/2010
Weeds|3|LOW (0 - 30 grains)|1.0|11/16/2010
Grasses|0|LOW (0 - 15 grains)|0.0|11/17/2010
Trees|2|LOW (0 - 45 grains)|0.6|11/17/2010
Weeds|0|LOW (0 - 30 grains)|0.0|11/17/2010
Grasses|1|LOW (0 - 15 grains)|0.3|11/18/2010
Trees|3|LOW (0 - 45 grains)|1.0|11/18/2010
Weeds|7|LOW (0 - 30 grains)|2.2|11/18/2010
Grasses|0|LOW (0 - 15 grains)|0.0|11/19/2010
Trees|0|LOW (0 - 45 grains)|0.0|11/19/2010
Weeds|0|LOW (0 - 30 grains)|0.0|11/19/2010
Grasses|1|LOW (0 - 15 grains)|0.3|02/28/2011
Trees|339|HIGH (271 - 3000 grains)|108.7|02/28/2011
Weeds|0|LOW (0 - 30 grains)|0.0|02/28/2011
Grasses|0|LOW (0 - 15 grains)|0.0|03/01/2011
Trees|579|HIGH (271 - 3000 grains)|185.6|03/01/2011
Weeds|1|LOW (0 - 30 grains)|0.3|03/01/2011
Grasses|6|LOW (0 - 15 grains)|1.9|03/02/2011
Trees|221|MODERATE (46 - 270 grains)|70.8|03/02/2011
Weeds|0|LOW (0 - 30 grains)|0.0|03/02/2011
Grasses|0|LOW (0 - 15 grains)|0.0|03/03/2011
Trees|308|HIGH (271 - 3000 grains)|98.7|03/03/2011
Weeds|0|LOW (0 - 30 grains)|0.0|03/03/2011
Grasses|4|LOW (0 - 15 grains)|1.3|03/04/2011
Trees|62|MODERATE (46 - 270 grains)|19.9|03/04/2011
Weeds|1|LOW (0 - 30 grains)|0.3|03/04/2011
Grasses|0|LOW (0 - 15 grains)|0.0|03/07/2011
Trees|193|MODERATE (46 - 270 grains)|61.9|03/07/2011
Weeds|0|LOW (0 - 30 grains)|0.0|03/07/2011
Grasses|0|LOW (0 - 15 grains)|0.0|03/08/2011
Trees|402|HIGH (271 - 3000 grains)|128.8|03/08/2011
Weeds|0|LOW (0 - 30 grains)|0.0|03/08/2011
Grasses|1|LOW (0 - 15 grains)|0.3|03/09/2011
Trees|35|LOW (0 - 45 grains)|11.2|03/09/2011
Weeds|0|LOW (0 - 30 grains)|0.0|03/09/2011
Grasses|2|LOW (0 - 15 grains)|0.6|03/10/2011
Trees|44|LOW (0 - 45 grains)|14.1|03/10/2011
Weeds|1|LOW (0 - 30 grains)|0.3|03/10/2011
Grasses|0|LOW (0 - 15 grains)|0.0|03/11/2011
Trees|70|MODERATE (46 - 270 grains)|22.4|03/11/2011
Weeds|0|LOW (0 - 30 grains)|0.0|03/11/2011
Grasses|4|LOW (0 - 15 grains)|1.3|03/14/2011
Trees|823|HIGH (271 - 3000 grains)|263.8|03/14/2011
Weeds|0|LOW (0 - 30 grains)|0.0|03/14/2011
Grasses|3|LOW (0 - 15 grains)|1.0|03/15/2011
Trees|533|HIGH (271 - 3000 grains)|170.8|03/15/2011
Weeds|0|LOW (0 - 30 grains)|0.0|03/15/2011
Grasses|0|LOW (0 - 15 grains)|0.0|03/16/2011
Trees|80|MODERATE (46 - 270 grains)|25.6|03/16/2011
Weeds|0|LOW (0 - 30 grains)|0.0|03/16/2011
Grasses|1|LOW (0 - 15 grains)|0.3|03/17/2011
Trees|125|MODERATE (46 - 270 grains)|40.1|03/17/2011
Weeds|0|LOW (0 - 30 grains)|0.0|03/17/2011
Grasses|0|LOW (0 - 15 grains)|0.0|03/18/2011
Trees|379|HIGH (271 - 3000 grains)|121.5|03/18/2011
Weeds|1|LOW (0 - 30 grains)|0.3|03/18/2011
Grasses|14|LOW (0 - 15 grains)|4.5|03/21/2011
Trees|910|HIGH (271 - 3000 grains)|291.7|03/21/2011
Weeds|0|LOW (0 - 30 grains)|0.0|03/21/2011
Grasses|6|LOW (0 - 15 grains)|1.9|03/22/2011
Trees|3012|VERY HIGH (3001 - 999999 grains)|965.4|03/22/2011
Weeds|0|LOW (0 - 30 grains)|0.0|03/22/2011
Grasses|0|LOW (0 - 15 grains)|0.0|03/23/2011
Trees|4461|VERY HIGH (3001 - 999999 grains)|1429.8|03/23/2011
Weeds|0|LOW (0 - 30 grains)|0.0|03/23/2011
Grasses|6|LOW (0 - 15 grains)|1.9|03/24/2011
Trees|4200|VERY HIGH (3001 - 999999 grains)|1346.2|03/24/2011
Weeds|0|LOW (0 - 30 grains)|0.0|03/24/2011
Grasses|0|LOW (0 - 15 grains)|0.0|03/25/2011
Trees|2883|HIGH (271 - 3000 grains)|924.0|03/25/2011
Weeds|0|LOW (0 - 30 grains)|0.0|03/25/2011
Grasses|0|LOW (0 - 15 grains)|0.0|03/28/2011
Trees|270|MODERATE (46 - 270 grains)|86.5|03/28/2011
Weeds|0|LOW (0 - 30 grains)|0.0|03/28/2011
Grasses|0|LOW (0 - 15 grains)|0.0|03/29/2011
Trees|788|HIGH (271 - 3000 grains)|252.6|03/29/2011
Weeds|0|LOW (0 - 30 grains)|0.0|03/29/2011
Grasses|0|LOW (0 - 15 grains)|0.0|03/30/2011
Trees|1032|HIGH (271 - 3000 grains)|330.8|03/30/2011
Weeds|0|LOW (0 - 30 grains)|0.0|03/30/2011
Grasses|1|LOW (0 - 15 grains)|0.3|03/31/2011
Trees|75|MODERATE (46 - 270 grains)|24.0|03/31/2011
Weeds|0|LOW (0 - 30 grains)|0.0|03/31/2011
Grasses|0|LOW (0 - 15 grains)|0.0|04/01/2011
Trees|650|HIGH (271 - 3000 grains)|208.3|04/01/2011
Weeds|0|LOW (0 - 30 grains)|0.0|04/01/2011
Grasses|0|LOW (0 - 15 grains)|0.0|04/04/2011
Trees|6984|VERY HIGH (3001 - 999999 grains)|2238.5|04/04/2011
Weeds|0|LOW (0 - 30 grains)|0.0|04/04/2011
Grasses|12|LOW (0 - 15 grains)|3.8|04/05/2011
Trees|4092|VERY HIGH (3001 - 999999 grains)|1311.5|04/05/2011
Weeds|0|LOW (0 - 30 grains)|0.0|04/05/2011
Grasses|6|LOW (0 - 15 grains)|1.9|04/06/2011
Trees|2514|HIGH (271 - 3000 grains)|805.8|04/06/2011
Weeds|3|LOW (0 - 30 grains)|1.0|04/06/2011
Grasses|18|MODERATE (16 - 60 grains)|5.8|04/07/2011
Trees|1704|HIGH (271 - 3000 grains)|546.2|04/07/2011
Weeds|6|LOW (0 - 30 grains)|1.9|04/07/2011
Grasses|12|LOW (0 - 15 grains)|3.8|04/11/2011
Trees|1485|HIGH (271 - 3000 grains)|476.0|04/11/2011
Weeds|3|LOW (0 - 30 grains)|1.0|04/11/2011
Grasses|2|LOW (0 - 15 grains)|0.6|04/12/2011
Trees|138|MODERATE (46 - 270 grains)|44.2|04/12/2011
Weeds|0|LOW (0 - 30 grains)|0.0|04/12/2011
Grasses|9|LOW (0 - 15 grains)|2.9|04/13/2011
Trees|2346|HIGH (271 - 3000 grains)|751.9|04/13/2011
Weeds|9|LOW (0 - 30 grains)|2.9|04/13/2011
Grasses|3|LOW (0 - 15 grains)|1.0|04/14/2011
Trees|2109|HIGH (271 - 3000 grains)|676.0|04/14/2011
Weeds|0|LOW (0 - 30 grains)|0.0|04/14/2011
Grasses|6|LOW (0 - 15 grains)|1.9|04/18/2011
Trees|1500|HIGH (271 - 3000 grains)|480.8|04/18/2011
Weeds|3|LOW (0 - 30 grains)|1.0|04/18/2011
Grasses|11|LOW (0 - 15 grains)|3.5|04/19/2011
Trees|731|HIGH (271 - 3000 grains)|234.3|04/19/2011
Weeds|70|MODERATE (31 - 120 grains)|22.4|04/19/2011
Grasses|12|LOW (0 - 15 grains)|3.8|04/20/2011
Trees|1006|HIGH (271 - 3000 grains)|322.4|04/20/2011
Weeds|85|MODERATE (31 - 120 grains)|27.2|04/20/2011
Grasses|18|MODERATE (16 - 60 grains)|5.8|04/21/2011
Trees|975|HIGH (271 - 3000 grains)|312.5|04/21/2011
Weeds|44|MODERATE (31 - 120 grains)|14.1|04/21/2011
Grasses|24|MODERATE (16 - 60 grains)|7.7|04/25/2011
Trees|339|HIGH (271 - 3000 grains)|108.7|04/25/2011
Weeds|38|MODERATE (31 - 120 grains)|12.2|04/25/2011
Grasses|20|MODERATE (16 - 60 grains)|6.4|04/26/2011
Trees|102|MODERATE (46 - 270 grains)|32.7|04/26/2011
Weeds|7|LOW (0 - 30 grains)|2.2|04/26/2011
Grasses|4|LOW (0 - 15 grains)|1.3|04/27/2011
Trees|98|MODERATE (46 - 270 grains)|31.4|04/27/2011
Weeds|7|LOW (0 - 30 grains)|2.2|04/27/2011
Grasses|43|MODERATE (16 - 60 grains)|13.8|04/28/2011
Trees|185|MODERATE (46 - 270 grains)|59.3|04/28/2011
Weeds|11|LOW (0 - 30 grains)|3.5|04/28/2011
Grasses|11|LOW (0 - 15 grains)|3.5|04/29/2011
Trees|294|HIGH (271 - 3000 grains)|94.2|04/29/2011
Weeds|4|LOW (0 - 30 grains)|1.3|04/29/2011
Grasses|43|MODERATE (16 - 60 grains)|13.8|05/02/2011
Trees|96|MODERATE (46 - 270 grains)|30.8|05/02/2011
Weeds|20|LOW (0 - 30 grains)|6.4|05/02/2011
Grasses|52|MODERATE (16 - 60 grains)|16.7|05/03/2011
Trees|142|MODERATE (46 - 270 grains)|45.5|05/03/2011
Weeds|23|LOW (0 - 30 grains)|7.4|05/03/2011
Grasses|5|LOW (0 - 15 grains)|1.6|05/04/2011
Trees|51|MODERATE (46 - 270 grains)|16.3|05/04/2011
Weeds|5|LOW (0 - 30 grains)|1.6|05/04/2011
Grasses|10|LOW (0 - 15 grains)|3.2|05/05/2011
Trees|307|HIGH (271 - 3000 grains)|98.4|05/05/2011
Weeds|9|LOW (0 - 30 grains)|2.9|05/05/2011
Grasses|29|MODERATE (16 - 60 grains)|9.3|05/06/2011
Trees|77|MODERATE (46 - 270 grains)|24.7|05/06/2011
Weeds|6|LOW (0 - 30 grains)|1.9|05/06/2011
Grasses|16|MODERATE (16 - 60 grains)|5.1|05/09/2011
Trees|58|MODERATE (46 - 270 grains)|18.6|05/09/2011
Weeds|12|LOW (0 - 30 grains)|3.8|05/09/2011
Grasses|61|HIGH (61 - 600 grains)|19.6|05/10/2011
Trees|492|HIGH (271 - 3000 grains)|157.7|05/10/2011
Weeds|23|LOW (0 - 30 grains)|7.4|05/10/2011
Grasses|153|HIGH (61 - 600 grains)|49.0|05/11/2011
Trees|1341|HIGH (271 - 3000 grains)|429.8|05/11/2011
Weeds|24|LOW (0 - 30 grains)|7.7|05/11/2011
Grasses|84|HIGH (61 - 600 grains)|26.9|05/12/2011
Trees|513|HIGH (271 - 3000 grains)|164.4|05/12/2011
Weeds|15|LOW (0 - 30 grains)|4.8|05/12/2011
Grasses|9|LOW (0 - 15 grains)|2.9|05/13/2011
Trees|197|MODERATE (46 - 270 grains)|63.1|05/13/2011
Weeds|20|LOW (0 - 30 grains)|6.4|05/13/2011
Grasses|38|MODERATE (16 - 60 grains)|12.2|05/16/2011
Trees|53|MODERATE (46 - 270 grains)|17.0|05/16/2011
Weeds|12|LOW (0 - 30 grains)|3.8|05/16/2011
Grasses|67|HIGH (61 - 600 grains)|21.5|05/17/2011
Trees|54|MODERATE (46 - 270 grains)|17.3|05/17/2011
Weeds|8|LOW (0 - 30 grains)|2.6|05/17/2011
Grasses|14|LOW (0 - 15 grains)|4.5|05/18/2011
Trees|25|LOW (0 - 45 grains)|8.0|05/18/2011
Weeds|1|LOW (0 - 30 grains)|0.3|05/18/2011
Grasses|33|MODERATE (16 - 60 grains)|10.6|05/19/2011
Trees|13|LOW (0 - 45 grains)|4.2|05/19/2011
Weeds|3|LOW (0 - 30 grains)|1.0|05/19/2011
Grasses|138|HIGH (61 - 600 grains)|44.2|05/20/2011
Trees|42|LOW (0 - 45 grains)|13.5|05/20/2011
Weeds|5|LOW (0 - 30 grains)|1.6|05/20/2011
Grasses|36|MODERATE (16 - 60 grains)|11.5|05/23/2011
Trees|77|MODERATE (46 - 270 grains)|24.7|05/23/2011
Weeds|3|LOW (0 - 30 grains)|1.0|05/23/2011
Grasses|37|MODERATE (16 - 60 grains)|11.9|05/24/2011
Trees|26|LOW (0 - 45 grains)|8.3|05/24/2011
Weeds|5|LOW (0 - 30 grains)|1.6|05/24/2011
Grasses|77|HIGH (61 - 600 grains)|24.7|05/25/2011
Trees|88|MODERATE (46 - 270 grains)|28.2|05/25/2011
Weeds|11|LOW (0 - 30 grains)|3.5|05/25/2011
