Total (Grains/m^3)|Comments|Date
353.8|Trees: Pine, Oak, Mulberry, Maple, ,Willow, Hickory, Birch, Sweet Gum|04/23/2021
328.8|Trees - Oak, Pine, Hickory/Pecan, Maple, Mulberry, Birch, Willow|04/26/2021
126.6|Grasses, Trees: Mulberry, Oak, Pine, Hickory|04/27/2021
255.8|Trees (Mulberry, Pine, Oak, Hickory/Pecan) and Grasses|04/28/2021
126.3|Grasses, Trees: Pine, Mulberry, Willow, Hickory,|04/29/2021
289.4|Trees: Pine, Mulberry, Hickory, Sycamore|04/30/2021
134.6|Trees (Oak, Pine, Birch, Hickory/Pecan) and Grasses|05/03/2021
164.7|Mostly Pine and Oak with some Birch, Hickory and Sycamore|05/04/2021
60.6|Trees (Pine, Hickory/Pecan, Oak), Grasses, and Weeds (Wild Grape)|05/05/2021
97.1|Mostly Grass, Birch, Oak, and Grape in that order|05/06/2021
92.9|Grasses; Trees: Birch, Willow, Pine, Hickory; Weeds: Wild grape|05/07/2021
167.3|Mostly Oak, Birch, and Grass|05/12/2021
23.1|Trees - Mostly Birch and Oak|05/13/2021
56.1|Grasses; Trees: Oak, Mulberry, Birch, Maple Weeds: Nettle, Wild Grape|05/14/2021
90.4|Grasses; Trees: Mulberry, Oak, Poplar, Pine, Willow Weeds: Wild Grape|05/17/2021
43.9|Grasses, Trees (Birch, Hickory/Pecan), Weeds (Wild Grape, Plantain)|05/19/2021
70.8|Grasses, Weeds (Plantain and Grape), Trees (Hickory/Pecan)|05/20/2021
82.7|Mostly Grass, Oak, and Hickory|05/21/2021
14.7|Mostly Grass, Birch, and Hickory with a few Pine grains|05/25/2021
83.7|Grasses, Trees (Hickory/Pecan, Pine, Oak, Birch), Weeds (Plantain, Grape)|05/27/2021
58.7|Grasses; Trees: Poplar, Hickory, Willow ,Pine Weeds: Plantain|05/28/2021
55.8|Trees (Pine) and Grasses|06/01/2021
4.8|Grasses and Weeds (Plantain)|06/03/2021
2.6|Mostly Pine and Grass|06/04/2021
3.5|Oak and Grass|06/08/2021
11.5|Grasses; Trees: Elm, Hickory|06/11/2021
45.5|Mostly Pine, Grass, and Plantain *Landscaping occurred yesterday near the pollen sampler|06/15/2021
16.7|Grasses; Trees: Willow Weeds: Plantain, Wild grape|06/16/2021
23.1|Weeds (Plantain), Grasses, and Trees|06/17/2021
4.2|Mostly Grass|06/21/2021
12.2|Mostly Grasses|06/22/2021
9.0|Mostly grasses|06/23/2021
13.1|Mostly grasses and trees (Juniper/Cedar/Cypress)|06/24/2021
7.7|Grasses; Weeds (Plantain); Trees (Pine)|06/25/2021
11.2|Grasses; Trees: Cedars|06/28/2021
7.4|13 grains of some type of Juniper/Cedar/Cypress|06/29/2021
3.5|Mainly grasses|06/30/2021
6.1|Mostly grasses|07/01/2021
2.2|Pine|07/02/2021
3.8|Mostly grasses|07/07/2021
4.5|Mostly Juniper/Cedar/Cypress Grains|07/08/2021
1.0|Grasses; Tree: Cedar|07/09/2021
12.8|Mostly Plantain and Grass|07/12/2021
3.5|Grasses and Weeds (Plantain)|07/13/2021
7.1|Mostly Grasses|07/14/2021
5.8|Mostly Grasses|07/15/2021
4.8|Grasses; weeds: Nettle|07/16/2021
4.8|Mostly Grasses|07/20/2021
4.5|Mostly Grasses|07/21/2021
10.6|Mostly Grasses|07/22/2021
9.9|Mostly Grasses|07/23/2021
23.1|Mostly Grasses, Trees (Juniper/Cedar/Cypress), Weeds (Nettle)|07/26/2021
2.9|Mostly Grasses|07/27/2021
7.1|Grasses; Trees: Willow|07/28/2021
3.8|Mostly Grasses|07/29/2021
8.7|Mostly Grasses|07/30/2021
32.4|Mostly Grasses; Weeds (Plantain and Nettle)|08/02/2021
8.0|Mostly Grasses|08/03/2021
1.6|Mostly Grasses|08/04/2021
8.0|Mostly Nettle & Grass|08/05/2021
8.3|Weeds: Nettle, Clover|08/06/2021
8.3|Mostly Grasses, Weeds (Nettle, Pigweed, Plantain)|08/09/2021
18.9|Mostly Grasses, Weeds (Nettle, Pigweed)|08/10/2021
14.4|Grasses; Weeds: Nettle|08/11/2021
7.1|Mostly Grasses, Weeds (Nettle)|08/12/2021
11.2|Mostly Grasses, Weeds (Nettle)|08/13/2021
6.7|Grasses; Weeds: Nettle, Ragweed, Pigweed|08/19/2021
3.8|Mostly Grasses, Weeds (Ragweed)|08/20/2021
10.9|Weeds (Ragweed) and Grasses|08/23/2021
7.7|Mostly Weeds (Ragweed and Nettle)|08/24/2021
18.3|Weeds (Ragweed and Nettle) and Grasses|08/25/2021
7.4|Mostly Grasses and Weeds (Ragweed)|08/26/2021
21.2|Grasses and Weeds (Ragweed)|08/27/2021
32.1|Grasses; Weeds: Ragweeds|08/30/2021
30.4|Weeds (Ragweed) and Grasses|08/31/2021
30.8|Weeds (Ragweed) and Grasses|09/01/2021
19.2|Weeds (Ragweed) and Grasses|09/02/2021
33.0|Grasses; Weeds: Ragweeds|09/03/2021
28.8|Weeds: Ragweeds|09/08/2021
7.4|Weeds: Ragweeds|09/09/2021
44.9|Mostly Ragweed, Grass, and Elm|09/10/2021
125.6|Trees (Elm), Weeds (Ragweed), and Grasses|09/13/2021
46.2|Weeds (Ragweed), Trees (Elm), and Grasses|09/15/2021
58.0|Trees (Elm), Weeds (Ragweed), and Grasses|09/16/2021
36.9|Elm and ragweed|09/17/2021
84.0|Trees: Elm; Weeds: Ragweed|09/20/2021
27.6|Weeds (Ragweed, Pigweed), Trees (Elm), and Grasses|09/21/2021
13.5|Weeds (Ragweed, Pigweed), Trees (Elm), and Grasses|09/22/2021
17.3|Weeds (Ragweed) and Grasses|09/23/2021
90.4|Weeds (Ragweed) and Grasses|09/24/2021
40.4|Weeds (Ragweed) and Grasses|09/27/2021
29.2|Weeds (Ragweed) and Grasses|09/28/2021
15.1|Weeds (Ragweed) and Grasses|09/29/2021
22.1|Weeds (Ragweed) and Grasses|09/30/2021
7.1|Grasses, Weeds (Ragweed), and Trees (Elm)|10/01/2021
37.2|Weeds (Ragweed) and Grasses|10/04/2021
11.2|Weeds: Ragweed|10/05/2021
6.4|Weeds (Ragweed)|10/06/2021
19.6|Weeds (Ragweed) and Grasses|10/07/2021
10.3|Weeds (Ragweed)|10/15/2021
26.9|Weeds (Ragweed)|10/18/2021
3.5|Ragweed with a few Grass grains|10/19/2021
5.8|Weeds (Ragweed)|10/21/2021
1.6|Ragweeds|10/26/2021
6.1|Weeds (Ragweed)|10/27/2021
311.5|Trees: Elm, Juniper/Cedar/Cypress, Maple, Alder|02/28/2022
38.5|Trees: Elm, Junipers/Cedars, Maple|03/01/2022
236.5|Trees: Juniper/Cedar/Cypress, Elm, Maple, Poplar/Cottonwood, Maple|03/03/2022
709.6|Trees: Juniper/Cedar/Cypress, Elm, Maple, Alder, Pine|03/04/2022
244.2|Main Trees in order of concentration: Oak, Junipers/Cedars/Cypress, Pine, Sweet Gum, Elm, Birch, Willow|03/07/2022
306.7|Main Trees in order of concentration: Oak, Junipers/Cedars/Cypress, Pine, Elm, Birch, Willow, Sweet Gum, Maple|03/08/2022
28.5|Main Trees in order of concentration: Junipers/Cedars/Cypress, Oak, Pine, Poplar/Cottonwood, Maple|03/09/2022
16.7|Main Trees in order of concentration: Junipers/Cedars/Cypress, Oak, Pine, Maple|03/10/2022
5.8|Main Trees in order of concentration: Junipers/Cedars/Cypress, Oak, Pine, Poplar, Maple|03/11/2022
76.3|Main Trees in order of concentration: Oak, Pine, Birch, Sweet Gum|03/14/2022
106.1|Main Trees in order of concentration: Pine, Oak, Birch, Elm, Willow|03/15/2022
92.0|Main Trees in order of concentration: Oak, Pine, Junipers/Cedars/Cypress, Birch, Willow, Elm|03/16/2022
12.2|Mainly Oak and Pine|03/17/2022
22.1|Trees: Oak, Birch, Junipers/Cedars|03/18/2022
25.0|Trees: Birch, Pine, Oak, Junipers|03/21/2022
89.1|Main Trees in order of concentration: Pine, Birch, Oak, Junipers/Cedars/Cypress|03/22/2022
276.9|Main Trees in order of concentration: Pine, Birch, Oak, Sweet Gum, Junipers/Cedars/Cypress|03/23/2022
232.1|Main Trees in Order of Concentration: Pine, Sweet Gum, Willow, Oak, Birch|03/28/2022
392.0|Main Trees in Order of Concentration: Pine, Sweet Gum, Birch, Oak|03/29/2022
238.1|Main Trees in Order of Concentration: Pine, Oak, Junipers/Cedars/Cypress, Birch, Sweet Gum|03/30/2022
1790.4|Main Trees in Order of Concentration: Pine, Oak, Birch, Sweet Gum, Willow, Junipers/Cedars/Cypress|03/31/2022
1497.1|Main Trees in Order of Concentration: Pine, Oak, Sweet Gum, Birch, Mulberry|04/01/2022
1387.5|Main Trees in Order of Concentration: Pine, Oak, Sweet Gum, Birch, Willow, Mulberry|04/04/2022
845.2|Main Trees in Order of Concentration: Oak, Pine, Sweet Gum, Mulberry, Birch, Sycamore, Willow|04/05/2022
954.8|Trees: Oak, Mulberry, Pine, Sweet Gum, Sycamore, Birch|04/06/2022
1742.3|Main Trees in Order of Concentration: Mulberry, Oak, Pine, Sweet Gum, Willow, Birch, Ash, Maple|04/07/2022
471.2|Trees: Oak, Pine, Sweet Gum, Birch|04/11/2022
2082.7|Trees: Mulberry, Oak, poplar, Pine, Sweet Gum|04/12/2022
1457.7|Mostly Mulberry, Oak, and Birch|04/13/2022
2262.5|Mostly Mulberry, Oak, and Birch|04/14/2022
86.9|Main Trees in Order of Concentration: Oak, Pine, Mulberry, Willow|04/19/2022
535.6|Main Trees in Order of Concentration: Oak, Pine, Sycamore, Mulberry, Willow, Birch|04/20/2022
142.6|Main Trees in Order of Concentration: Oak, Pine, Willow, Maple, Mulberry|04/21/2022
186.9|Main Trees in Order of Concentration: Oak, Mulberry, Maple, Pine, Sycamore|04/22/2022
196.2|Main Trees in Order of Concentration: Oak, Mulberry, Pine, Beech|04/25/2022
553.8|Mostly Oak and Mulberry|04/28/2022
18.6|Trees: Oak|04/29/2022
69.9|Trees and Grasses|05/02/2022
97.4|Trees and Grasses|05/03/2022
46.5|Mainly Grass, Mulberry, and Oak|05/04/2022
20.8|Mostly Oak|05/06/2022
142.9|Trees and Grasses|05/10/2022
165.1|Main Pollen in Order of Concentration: Oak (Tree), Grasses, Hickory/Pecan (Tree), Pine (Tree), Willow (Tree), Mulberry (Tree), Grape (Weed)|05/11/2022
120.5|Main Pollen in Order of Concentration: Grasses, Grape (Weeds), Oak (Trees), Hickory/Pecan (Trees), Pine (Trees), Birch (Trees), Walnut (Trees)|05/13/2022
281.1|Main Pollen in Order of Concentration: Grape (Weeds), Grasses, Hickory/Pecan (Trees), Poplar/Cottonwood (Trees)|05/16/2022
281.7|Main Pollen in Order of Concentration: Grape (Weeds), Oak (Trees), Grasses, Hickory/Pecan (Trees), Pine (Trees), Poplar (Trees), Walnut (Trees)|05/17/2022
254.8|Main Pollen in Order of Concentration: Grape (Weeds), Grasses, Oak (Trees), Hickory/Pecan (Trees), Mulberry (Trees), Pine (Trees), Walnut (Trees), Sycamore (Trees)|05/18/2022
258.7|Main Pollen in Order of Concentration: Grasses, Oak (Trees), Mulberry (Trees), Grape (Weeds), Hickory/Pecan (Trees), Sycamore (Trees), Pine (Trees), Walnut (Trees)|05/19/2022
26.0|Main Pollen in Order of Concentration: Grasses, Grape (Weeds), Pine (Trees)|05/23/2022
2.2|Few Hickory and Pine|05/25/2022
5.1|Predominant Pollen: Juniper/Cedar/Cypress (Trees)|05/26/2022
27.9|Main Pollen in Order of Concentration: Juniper/Cedar/Cypress (Trees) and Grasses|05/31/2022
26.6|Main Pollen in Order of Concentration: Grasses, Junipers/Cedars/Cypress (Trees)|06/01/2022
52.2|Main Pollen in Order of Concentration: Grasses, Pine (Trees), Grape (Weeds), Junipers/Cedars/Cypress (Trees), Plantain (Weeds)|06/02/2022
43.3|Main Pollen in Order of Concentration: Grasses, Pine (Trees), Junipers/Cedars/Cypress (Trees)|06/03/2022
48.1|Main Pollen in Order of Concentration: Grasses, Junipers/Cedars/Cyprees (Trees), Grape (Weeds), Pine (Trees)|06/06/2022
29.2|Main Pollen in Order of Concentration: Grasses, Junipers/Cedars/Cypress (Trees), Grape (Weeds)|06/08/2022
13.1|Main Pollen in Order of Concentration: Grasses, Pine (Trees), Junipers/Cedars/Cypress (Trees), Grape (Weeds)|06/09/2022
11.2|Predominant Pollen: Grasses|06/10/2022
5.4|Predominant Pollen: Grape (Weeds) and Grasses|06/13/2022
19.2|Predominant Pollen: Grasses|06/14/2022
18.6|Predominant Pollen: Grasses|06/15/2022
28.5|Predominant Pollen: Grasses|06/16/2022
9.6|Main Pollen in Order of Concentration: Grasses, Junipers/Cedars/Cypress (Trees)|06/17/2022
4.5|Mainly Pine and Wild Grape|06/20/2022
7.4|Mostly grass with few varied tree grains|06/22/2022
11.2|Grasses Trees: Junipers|06/23/2022
4.2|Mostly Plantain and Wild Grape|06/24/2022
16.0|Predominant Pollen: Grasses and Junipers/Cedars/Cypress|06/29/2022
9.3|Predominant Pollen: Junipers/Cedars/Cypress (Trees)|06/30/2022
14.1|Predominant Pollen: Junipers/Cedars/Cypress (Trees) and Grasses|07/01/2022
81.1|Predominant Pollen: Junipers/Cedars/Cypress (Trees) and Grasses|07/05/2022
28.2|Predominant Pollen: Clover (Weeds), Junipers/Cedars/Cypress (Trees), and Grasses|07/06/2022
8.7|Predominant Pollen: Grasses|07/07/2022
9.0|Predominant Pollen: Grasses|07/08/2022
4.5|Predominant Pollen: Grasses|07/11/2022
15.7|Predominant Pollen: Grasses; Junipers/Cedars/Cypress (Trees)|07/12/2022
10.3|Graases Trees: Junipers|07/13/2022
1.9|Predominant Pollen: Junipers/Cedars/Cypress (Trees)|07/14/2022
12.2|Predominant Pollen: Junipers/Cedars/Cypress (Trees)|07/15/2022
12.5|Grasses; Trees: Junipers|07/18/2022
11.5|Grasses; Trees: Junipers|07/20/2022
12.2|Predominant Pollen: Grasses|07/21/2022
9.0|Predominant Pollen: Grasses|07/22/2022
25.3|Predominant Pollen: Grasses|07/25/2022
14.1|Predominant Pollen: Grasses|07/27/2022
10.6|Predominant Pollen: Grasses|07/28/2022
6.1|Grasses|07/29/2022
6.4|Predominant Pollen: Grasses|08/01/2022
13.1|Grasses|08/03/2022
4.8||08/04/2022
11.5|Predominant Pollen: Grasses|08/08/2022
8.3|Predominant Pollen: Grasses|08/09/2022
12.5|Predominant Pollen: Ragweed (Weeds)|08/10/2022
7.4|Grasses Weeds: Ragweed|08/11/2022
14.7|Predominant Pollen: Grasses, Weeds (Nettle)|08/15/2022
7.1|Predominant Pollen: Weeds (Nettle) and Grasses|08/16/2022
8.0|Predominant Pollen: Trees (Elm) and Weeds (Nettle)|08/23/2022
62.2|Predominant Pollen: Trees (Elm) and Weeds (Nettle and Ragweed)|08/24/2022
60.6|Predominant Pollen: Weeds (Ragweed) and Grasses|09/12/2022
111.2|Predominant Pollen: Weeds (Ragweed and Pigweed) and Grasses|09/13/2022
62.8|Predominant Pollen: Trees (Elm) and Weeds (Ragweed)|09/15/2022
71.5|Predominant Pollen: Trees (Elm) and Weeds (Ragweed)|09/16/2022
28.8|Predominant Pollen: Weeds (Ragweed) and Trees (Elm)|09/20/2022
48.4|Predominant Pollen: Weeds (Ragweed and Pigweed); Grasses; Trees (Elm)|09/26/2022
44.6|Predominant Pollen: Weeds (Ragweed and Pigweed); Grasses; and Trees (Elm)|09/27/2022
24.7|Predominant Pollen: Weeds(Ragweed); Grasses; and Trees(Elm)|09/28/2022
16.7|Predominant Pollen; Weeds(Ragweed) and Grasses|09/29/2022
44.6|Predominant Pollen; Weeds(Ragweed) and Grasses|09/30/2022
3.2||10/03/2022
30.1|Predominant Pollen: Weeds(Ragweed) and Grasses|10/04/2022
17.6|Predominant Pollen: Weeds (Ragweed)|10/05/2022
13.8|Predominant Pollen: Weeds (Ragweed)|10/06/2022
26.9|Predominant Pollen: Weeds (Ragweed) and Trees (Elm, Pine)|10/07/2022
10.9|Predominant Pollen: Weeds (Ragweed)|10/10/2022
16.0|Mostly Ragweed|10/11/2022
15.7|Predominant Pollen: Weeds (Ragweed)|10/12/2022
22.8|Predominant Pollen: Weeds (Ragweed)|10/13/2022
17.3|Predominant Pollen: Weeds (Ragweed)|10/14/2022
30.1|Mostly Ragweed|10/17/2022
34.0|Mostly Ragweed|10/18/2022
13.5|Grasses; Ragweeds|10/19/2022
9.0|Mostly Ragweed|10/20/2022
12.5|Mostly Ragweed|10/21/2022
6.1|Small amount of Grass and Ragweed|10/24/2022
2.6|Small amount of Ragweed|10/25/2022
2.6||10/26/2022
4.8|Low pollen today|10/27/2022
6.7|Low pollen today|10/28/2022
1.6|Last pollen report of the year|10/31/2022
122.1|Mostly Elm, Juniper, and Alder|02/14/2023
91.0|Predominant Pollen: Trees (Juniper, Elm)|02/15/2023
215.4|Predominant Pollen: Trees (Juniper, Cedar, Poplar, Elm)|02/16/2023
0.0|No Pollen Data Available - Sampler Error|02/17/2023
8.3|Predominant Pollen: Trees (Poplar, Elm)|02/20/2023
199.7|Trees: Junipers/Cedars; Elm|02/21/2023
207.7|Predominant Pollen: Trees (Juniper/Cedar, Maple, Elm)|02/22/2023
129.8|Predominant Pollen: Trees (Juniper/Cedar, Elm, Pine)|02/23/2023
80.8|Predominant Pollen: Trees (Juniper/Cedar, Elm, Oak, Maple)|02/24/2023
123.4|Predominant Pollen: Trees (Elm, Pine)|02/27/2023
382.1|Trees: Pine, Elm, Cedar/Juniper, Oak, Birch, Sweet Gum|02/28/2023
144.9|Predominantly Trees: (Oak, Elm, Pine)|03/01/2023
186.5|Predominant Pollen: Trees (Pine, Oak)|03/02/2023
563.8|Primarily Tree Pollen: Mulberry, Pine, Oak, Maple, Elm|03/03/2023
1382.7|Trees: Mulberry, Pine, Oak, Maple, Sweet gum|03/07/2023
767.3|Predominant Pollen: Trees (Mulberry, Pine)|03/08/2023
159.6|Predominant pollen: Mulberry, Pine, Dogwood, Elm, Oak, and Ash|03/09/2023
420.5|Predominantly Mulberry and Pine|03/10/2023
8.3|Predominant Pollen: Pine|03/13/2023
278.2|Predominant Pollen: Pine, Mulberry|03/14/2023
159.9|Predominant Pollen: Pine, Mulberry|03/15/2023
82.7|Predominant Pollen: Pine, Mulberry, Sweet Gum|03/16/2023
852.9|Predominantly Tree Pollen from Pine, Oak, Maple, Mulberry, and Sweet Gum|03/17/2023
181.7|Predominant Tree Pollen (Mulberry, Pine, Oak, Maple)|03/20/2023
371.5|Trees: Pine, Mulberry, Oak, Maple, Sweet Gum, Junipers|03/21/2023
210.3|Predominant Pollen: Trees (Oak, Maple, Pine, Sweet Gum, Mulberry, Hazelnut)|03/22/2023
239.4|Predominant Pollen: Trees (Mulberry, Pine, Oak, Maple, Sweet Gum, Hazelnut)|03/23/2023
1221.8|Predominant Pollen: Trees (Pine, Oak, Maple, Mulberry, Hazelnut, Sweet Gum)|03/24/2023
135.9|Trees: Oak, Maple, Pine, Mulberry|03/27/2023
829.8|Trees: Oak, Maple, Pine, Mulberry, Sweet Gum, Hazelnut|03/28/2023
651.0|Trees: Oak, Maple, Sweet Gum, Pine, Birch|03/29/2023
388.8|Trees: Oak, Maple, Pine, Sweet Gum|03/30/2023
434.9|Trees: Oak, Maple, Pine, Sweet Gum, Birch|03/31/2023
225.3|Predominant Pollen: Trees (Oak, Maple, Sweet Gum, Pine)|04/03/2023
430.4|Predominant Pollen: Trees (Oak, Maple, Sweet Gum, Pine)|04/04/2023
494.2|Predominant Pollen: Trees (Oak, Maple, Pine, Sweet Gum, Mulberry)|04/05/2023
1308.7|Predominant Pollen: Trees (Oak, Maple, Mulberry, Pine, Ash, Willow)|04/06/2023
537.8|Predominant Pollen: Trees (Oak, Maple, Birch, Pine, Mulberry, Ash)|04/11/2023
420.8|Predominant Pollen: Maple/Oak, Mulberry, and Birch|04/12/2023
366.0|Predominant Pollen: Trees (Mulberry, Oak, Maple, Birch, Willow)|04/13/2023
300.3|Mostly Tree Pollen: (Maple, Oak, Mulberry, Pine, Walnut)|04/14/2023
449.7|Mostly Tree Pollen: (Oak, Maple, Pine, Birch, Mulberry, Black Walnut, Willow)|04/17/2023
473.7|Predominant Pollen: Trees and Grass (Oak, Maple, Pine, Birch, Mulberry, Juniper, Cedar, Willow)|04/18/2023
398.1|Mostly Tree Pollen: (Oak, Walnut, Birch, Pine, Ash, Mulberry)|04/19/2023
365.1|Predominant Pollen (Trees): Oak, Ash, Mulberry, Hickory, and Birch|04/20/2023
189.1|Mostly Tree Pollen (Oak, Mulberry, Pine, Hickory)|04/21/2023
133.7|Predominantly Oak, Sweetgum, Pine, and Beech|04/25/2023
55.4|Predominantly Tree Pollen: (Oak, Maple, Pine, Hickory, Walnut, Mulberry)|04/26/2023
18.6|Pollen is low today|04/27/2023
2.9|Very low pollen today due to rainy weather conditions|04/28/2023
88.8|Mostly Tree Pollen: (Ash, Birch, Oak, Maple, Walnut, Sycamore, Hickory, Mulberry)|05/01/2023
154.8|Predominantly Tree Pollen: (Oak, Maple, Mulberry, Hickory, Walnut, Alder, Pine)|05/02/2023
169.6|Mostly Tree Pollen: (Oak, Maple, Ash, Hickory, Walnut, Mulberry)|05/03/2023
158.7|Mostly Tree Pollen: (Oak, Maple, Birch, Hickory, Walnut, Mulberry, Pine) and Grasses|05/04/2023
57.1|Largely Grass, Oak, Maple, and Hickory|05/05/2023
183.3|Primarily Tree Pollen (Willow, Hickory, Pecan, Maple, Oak) and Grasses|05/08/2023
197.8|Weeds: Wild Grapes; Grasses; Trees: Oak, Maple, Hickory, Junipers|05/09/2023
164.1|Pollen from Trees, Grass, and Weeds (Wild Grape, Hickory, Walnut, Juniper)|05/10/2023
0.0|Incomplete Sample - Sampler Error|05/11/2023
170.8|Predominantly Wild Grape, Birch, and Hickory|05/12/2023
199.7|Pollen from Trees, Grass, and Weeds: (Wild Grape, Birch, Walnut, Juniper/Cedar)|05/15/2023
148.7|Primarily Tree and Grass Pollen (Birch, Walnut, Hickory, Juniper/Cedar)|05/16/2023
26.6|Predominantly Birch and Hickory|05/17/2023
126.9|Predominantly Birch, Grass, and Hickory|05/18/2023
61.2|Grasses Trees: Birch, Oak, maple, Juniper Weeds: Dock|05/19/2023
20.8|Pollen from grass is in the moderate range|05/22/2023
53.2|Moderate pollen from Trees and Grasses (Hickory, Walnut, Juniper/Cedar)|05/23/2023
33.3|Tree and Grass pollen is Moderate|05/24/2023
40.4|Predominantly Grass, Juniper/Cypress/Cedar, and Hickory|05/25/2023
39.4|Primarily Tree Pollen: (Juniper/Cedar, Walnut, Hickory, Pine)|05/26/2023
10.9|Predominantly Juniper, Hickory, Grass, and Dock|05/31/2023
19.9|Mostly Juniper, Hickory, and Grass|06/01/2023
28.5|Mostly Tree Pollen: (Juniper/Cedar)|06/02/2023
16.7|Pollen is Low today|06/05/2023
21.5|Pollen is Moderate for Trees and Grasses|06/06/2023
34.6|Tree and Grass pollen is Moderate|06/07/2023
15.7|Pollen is low for all types|06/08/2023
33.7|Tree and Grass pollen is Moderate|06/09/2023
24.7|Grass and Tree pollen is Moderate|06/12/2023
24.4|Mostly Tree Pollen (Juniper, Cedar, and Pine)|06/13/2023
16.0|Grass Pollen is Moderate|06/14/2023
45.8|Grasses, Trees: Juniper, Pine, Hickory Weeds: Wild Grape|06/15/2023
17.6|Predominantly Juniper, Grass, and Plantain|06/20/2023
1.0|Heavy rain has kept all types of pollen in the LOW range|06/21/2023
1.3|Pollen remains LOW for all types|06/22/2023
1.0|Pollen remains LOW for all types|06/23/2023
18.3|Grass pollen is MODERATE|06/26/2023
43.3|Predominant Pollen (Trees) Juniper/Cedar and Pine|06/27/2023
9.6|Pollen is LOW for all types|06/28/2023
22.8|Pollen is LOW for all types|06/29/2023
6.1|Pollen is LOW for all types|06/30/2023
31.1|(Weeds) Wild Grape, Dock, and Plantain|07/03/2023
5.4|Predominantly Plantain and Dock|07/05/2023
1.6|Pollen is LOW for all types|07/06/2023
8.3|Pollen is LOW for all types|07/07/2023
3.5|Pollen is LOW for all types|07/10/2023
6.7|Predominantly Plantain and Cedar|07/11/2023
10.3|Pollen is LOW for all types|07/12/2023
36.2|Pollen has increased to the MODERATE range for Weeds and Grasses|07/13/2023
1.9|Pollen is LOW for all types|07/14/2023
9.6|Pollen is LOW for all types|07/17/2023
11.5|Predominant Trees: Cedar and Pine Predominant Weeds: Ragweed and Dock|07/18/2023
3.5|Pollen is LOW for all types|07/19/2023
15.4|Pollen is LOW for all types|07/20/2023
6.7|Pollen is LOW for all types|07/21/2023
2.6|Pollen is LOW for all types|07/24/2023
7.1|Pollen is LOW for all types|07/25/2023
12.2|Pollen is LOW for all types|07/26/2023
14.1|Pollen is LOW for all types|07/27/2023
12.8|Pollen is LOW for all types|07/28/2023
7.4|Pollen is LOW for all types|07/31/2023
13.5|Pollens is LOW for all types|08/01/2023
14.4|Predominant Grass: POA|08/02/2023
3.5|Pollen is LOW for all types|08/03/2023
4.2|Pollen is LOW for all types|08/04/2023
9.0|Predominant Pollen: Grass POA|08/07/2023
5.1|All pollen types are LOW|08/08/2023
6.1|All pollen types are LOW|08/09/2023
7.1|Pollen is LOW for all types|08/10/2023
1.9|Pollen is LOW for all types|08/11/2023
16.3|Predominant pollen (Grasses)|08/14/2023
6.4|Predominant Pollen (Grasses)|08/15/2023
9.3|Pollen is LOW for all types|08/16/2023
17.9|Predominant pollen: POA|08/17/2023
9.9|Pollen is LOW for all types|08/18/2023
22.8|Predominant Pollen: (Trees) Mulberry|08/21/2023
26.9|Predominant Pollen (Weeds): Pigweed, Ragweed, and Sagebrush|08/22/2023
30.8|Predominant Pollen (Weeds): Pigweed, Ragweed, and Nettle|08/23/2023
10.3|Predominant Pollen (Trees): Mulberry|08/24/2023
24.4|Predominant Pollen (Grasses)|08/25/2023
15.4|Predominant Pollen: Grasses|08/28/2023
8.3|All pollen types are LOW|08/29/2023
7.1|Predominant Pollen (Grasses)|08/30/2023
8.7|Predominant Pollen (Weeds): Ragweed and Pigweed|08/31/2023
31.4|Predominant pollen (Weeds) Ragweed and Pigweed|09/01/2023
32.7|Predominant pollen (Weeds) Pigweed and Ragweed|09/05/2023
25.3|Predominant Pollen: (Weeds) Ragweed, (Grasses)|09/06/2023
4.5|Predominant pollen (Weeds) Pigweed|09/07/2023
10.3|Predominant pollen (Trees) Mulberry and Elm|09/08/2023
10.3|Predominant Pollen (Trees) Elm and Morus|09/11/2023
20.5|Predominant Pollen (Weeds): Ragweed|09/12/2023
17.0|Predominant Pollen (Weeds): Ragweed|09/15/2023
0.3|Predominant Pollen (Weeds): Ragweed|09/18/2023
11.9|Predominant Pollen: Trees (Elm) and Weeds (Ragweed)|09/20/2023
25.0|Predominant pollen (Trees) Mulberry and Elm|09/21/2023
25.3|Predominant Pollen: (Weeds) Ragweed and Pigweed|09/22/2023
17.6|All pollen types are low|09/25/2023
22.1|Predominant pollen: (Tree) Elm|09/26/2023
19.6|Predominant Pollen (Trees): Elm|09/27/2023
7.4|Predominant Pollen (Weeds): Ragweed|09/28/2023
5.4|Predominant Pollen: (Trees) Elm|09/29/2023
7.7|Predominant Pollen: Weeds (Ragweed)|10/02/2023
1.6|Predominant pollen (Trees) Elm|10/03/2023
13.8|Pollen is LOW for all types|10/04/2023
7.7|Predominant pollen (Trees) Mulberry and Elm|10/05/2023
8.3|Pollen is LOW for all types|10/06/2023
23.7|Predominant Pollen: (Weeds) Ragweed|10/09/2023
111.2|Predominant Pollen: (Weeds) Ragweed|10/10/2023
62.8|Predominant Pollen: (Weeds) Ragweed|10/11/2023
15.7|Predominant Pollen: (Weeds) Ragweed|10/12/2023
17.3|Ragweed|10/13/2023
16.0|Predominant Pollen: Weeds (Ragweed)|10/16/2023
12.2|Predominant pollen Trees and Weeds (Mulberry, Ragweed, and Pigweed)|10/17/2023
9.0|Predominant pollen Weeds (Ragweed)|10/18/2023
